date,replies,retweets,favorites,mentions,hashtags,text
3/2/20 22:41,0,0,0,,,"The final programme for the forthcoming UK FABIG Technical Meeting covering 'Fire & Explosion Hazards from Renewable Technology' to be held on 25&amp;26 March in Aberdeen, London and via Webcast is now available. More information available at http://www.fabig.com/news/Show/525"
3/2/20 22:41,1,0,1,,#GreenLiving #Energy,"""Renewable energy is undoubtedly gaining popularity at the speed of light these days, sunlight that is!"" https://lttr.ai/NyQ1 #GreenLiving #Energy"
3/2/20 22:40,0,1,5,,,"U.S. electric power generation fell 1.3% in 2019, with coal-fired generation suffering a 15.7% drop. Gas-fired power climbed 7.7% with renewable generation up just 2.4% due to hydro declines. Read it: http://ow.ly/Z3Ve50yAYcJ (AP Photo)"
3/2/20 22:38,0,0,0,,#WindPower,I believe #WindPower will be the most important renewable energy for the UK in the future.
3/2/20 22:38,1,0,2,,,GERMANY HAS TOO MUCH RENEWABLE ENERGY ITS ESCAPING
3/2/20 22:38,0,0,0,,,god he is so skinny he looks like a little stork on that rock
3/2/20 22:33,0,0,1,,#renewableenergy #assetmanagement #solarenergy,The sustainability of a renewable energy project lies in a solid Power Purchase Agreement. #renewableenergy #assetmanagement #solarenergy
3/2/20 22:33,0,0,2,,#Energy #sustainability,"Job Opening: Program Manager, Supply Chain Renewable #Energy and Environment, Google (Sunnyvale, CA) #sustainability https://careers.google.com/jobs/results/112369789600441030/"
3/2/20 22:32,0,0,0,,#cleanenergy #CleanFuels #cleanfuelsnow #WALeg,"Washington State already has a thriving #cleanenergy economy producing renewable fuels... we're sending a great deal of them to Oregon, California and other jurisdictions with #CleanFuels standards. We could keep more of that economy in-state with #cleanfuelsnow #WALeg"
3/2/20 22:31,0,0,0,,,Correcting Anti-Renewable Energy Propaganda http://rviv.ly/mfYhZd
3/2/20 22:31,0,0,0,@enagas @amperexenergy,#hydrogen #photovoltaic #RenewableGas,SPAIN: @enagas and @amperexenergy join forces in #hydrogen project coupling production with #photovoltaic and storage #RenewableGas
3/2/20 22:30,1,0,0,,,"Because the platform Sen. Sanders is running on is exactly that? Expanding Medicare, provide educational opportunity to all Americans, rebuilding our crumbling infrastructure, as well as expanding it to renewable energy. Govt. serves the needs of all, not just the wealthy."
3/2/20 22:30,0,0,0,,,ETEnergyworld | äó†Indiaäó»s renewable energy generation grows 9.46 per cent in Jan 2020 
3/2/20 22:30,0,0,1,,,"It appears to me that Horgan & Trudeau r betting heavily on fossil fuels as a means of fueling their economic & reelection hopes. With awareness increasing, world wide investment decreasing, renewable projects more viable &amp; environmentally responsible - their bet will be costly. "
3/2/20 22:30,0,1,3,,,ETEnergyworld | äó†Indiaäó»s renewable energy generation grows 9.46 per cent in Jan 2020 https://energy.economictimes.indiatimes.com/news/renewable/indias-renewable-energy-generation-grows-9-46-per-cent-in-jan-2020/74442008
3/2/20 22:30,0,0,0,,,Top ten countries with the highest proportion of renewable energy 
3/2/20 22:29,0,0,0,,#PRrecruitment #renewables #renewableenergy #cleanenergy #greenenergy #energy #australia #tasmania #hydrogen #jobs,Tasmania boosts renewable hydrogen aspirations with $50m äóìaction planäó Read more at https://reneweconomy.com.au/tasmania-boosts-renewable-hydrogen-aspirations-with-50m-action-plan-87011/ See our latest jobs at http://www.phillipriley.com.au/jobs/ #PRrecruitment #renewables #renewableenergy #cleanenergy #greenenergy #energy #australia #tasmania #hydrogen #jobs
3/2/20 22:28,2,0,3,,,"Yep! And then in times of higher demand with low renewable generation, you have the nuclear capacity plus whatever you've stored from the prior excess solar, wind, AND nuclear going into batteries"
3/2/20 22:27,0,0,2,,,Yeah bro. Hmm
3/2/20 22:27,1,0,0,,,"This art exhibition makes you think and realize how dire the environmental problem of plastic litter inundates societies around the world. Only by further development of recyclable, renewable and compostable products, and people becoming more responsible "
3/2/20 22:25,0,0,0,,,Future renewable energy system thread. Full of promise but requires a big change of mindset from decision makers who are not showing a lot of adaptability so far... 
3/2/20 22:25,0,0,0,,,How äóÖsmart integrated renewable energy systemsäó» can drive sustainable economic development in remote communities http://dlvr.it/RR6gZD
3/2/20 22:25,0,0,0,,,
3/2/20 22:23,0,1,4,@IIB,,From @IIB: Officials in Indianapolis on Tuesday will cut the ribbon on what is being called the stateäó»s largest renewable natural gas facility. Indianapolis-based Kinetrex Energy says the $25 million Indy High BTU plant will convert landfill methane gas. 
3/2/20 22:23,0,0,1,,,"From the Green Mountains to the deserts of the Southwest, community solar projects are popping up across America. By generating local revenue while assisting communities in reaching their clean energy goals solar is proving itself as a long term investment https://buff.ly/2vGyW2w"
3/2/20 22:22,1,0,0,,,That is exactly what he is doing.... And that is why he so much hate windmills and other renewable energy.... Wakeup....
3/2/20 22:22,1,0,2,,,Could they run a renewable heat scheme for 1.5 million people ?
3/2/20 22:22,0,0,0,@SciencesAlert,#Renewable #Energy,"There's a Simple Way to Store #Renewable #Energy, And We Already Have The Technology. https://bit.ly/2IefdKd via @SciencesAlert"
3/2/20 22:22,0,0,0,,,"South Africa is powering ahead. A population of 45 million, pride in cultural diversity and breath-taking landscapes. South Africa has it all. Now they are set to be world leaders in renewable energy. Photo by Dekeister Leopold on Unsplash http://bit.ly/39eEkZm"
3/2/20 22:21,0,0,0,,," Ah, Donald Trump is a hit maker. Shithole country has been coopted by Africans."
3/2/20 22:20,1,0,0,,,"Whether it be his calls for the abolishment of ice, the taxation of the 1%, laws that protect targeted marginalized communities, queer rights, womenäó»s rights, racial justice, empowering tribal nations, renewable energy, eliminating medical debt, the workplace democracy act, etc.."
3/2/20 22:20,0,0,0,,#renewable #SustainableAgriculture,"Perdekraal East, Kangnas wind farms both receive last loads: Engineering News http://www.engineeringnews.co.za/article/perdekraal-east-kangnas-wind-farms-both-receive-last-loads-2020-03-02 #renewable #SustainableAgriculture MORE w/ EcoSearch - news: https://search.ecointernet.org/search/results?q=wind%20farm%20perdekraal%20east%20kangnas%20receive%20last%20load&amp;w=relevance web: https://search.ecointernet.org/search/results?q=wind%20farm%20perdekraal%20east%20kangnas%20receive%20last%20load&amp;s=web"
3/2/20 22:20,0,2,8,@uwanews,#Honorifics20,"Associate Professor Britta Bienen's research tackles the challenges associated with offshore oil and gas and renewable energy infrastructure. She receives the John Booker Medal, recognising her outstanding engineering science research. #Honorifics20 @uwanews"
3/2/20 22:19,0,0,1,,#science #energy,We learned all about renewable and non-renewable energy sources as well as the advantages and disadvantages of each. #science #energy
3/2/20 22:18,0,0,0,,,Such a shame metal prices are so low very little projects being brought online to support the shift to electricity. We will rely on Oil and NG for longer and peak will happen in late 2030äó»s maybe once enough mining allows the support of the renewable industry
3/2/20 22:14,9,5,46,,,Kinda wild how tons of people recognize that cheap batteries would/will be revolutionary for intermittent renewable like wind and solar but seem to completely miss the concept that energy storage will also be beneficial to baseload sources like nuclear for the same exact reasons
3/2/20 22:13,0,0,0,@jimtews,#Standup #Oatmeal #review #NY #Tewsamaniacs #catwaiter,Layers: Load up on @jimtews' New #Standup Album #Oatmeal for Those Renewable Comedy Carbs #review #NY #Tewsamaniacs #catwaiter http://www.comedycake.com/archives/80668
3/2/20 22:12,0,0,0,,#ClimateCrisis #ScottyFomMarketing #climate #climatechange #auspoI #qldpol,#ClimateCrisis #ScottyFomMarketing #climate #climatechange #auspoI #qldpol Renewable energy is here and can deliver. 
3/2/20 22:12,3,23,33,@jennymcallister,#Estimates,Renewable energy investment has collapsed because Scott Morrison takes dictation from climate deniers. @jennymcallister #Estimates
3/2/20 22:12,0,0,0,,,Tampa FL USA - Solar Sales Representative - You'll be helping our planet transition to renewabl: You'll be helping our planet transition to renewable energy We have unlimited room for career growth and advanceme http://dld.bz/h8tHY
3/2/20 22:11,0,0,0,,,"Rainy days arenäó»t great for solar production, but KIUCäó»s hydropower plants are collectively pumping out 11 megawatts of electricity today. Having a mix of solar, hydro and biomass is critical to a 100% renewable future for Kauaäó»i. "
3/2/20 22:11,0,1,1,,#Amazon,"Thank you. Suicide bombers have become a renewable resource, but who is buying their souls, and why? A roller coaster ride of a book. Well-written and full of twists. äóñ #Amazon review UK https://www.amazon.co.uk/End-Game-David-Toft-ebook/dp/B003DQPLB6/ref=asap_bc?ie=UTF8 USA"
3/2/20 22:10,0,0,0,,,Please do more research. Kenya relies on over 80 % Renewable too..
3/2/20 22:10,0,0,0,,, Wewe Ngatia. You only comment on my travel tweets.
3/2/20 22:10,0,1,5,@IRENA,,"If policy makes take the necessary steps today, by 2050 there could be over 1 billion electric cars on the road & many more electric buses, 2- & 3-wheelers, and trucks powered by renewable-generated electricity. @IRENA presents a climate-friendly roadmap: http://bit.ly/2KrErZS"
3/2/20 22:09,0,0,1,,,Texted 
3/2/20 22:08,0,0,0,,,Why You Should Install a Heat Pump in Your Home and How to Do It http://rviv.ly/Yu05yb
3/2/20 22:08,0,0,0,,,Solar Farming and Solar Collectives: Will the Future of Energy Lie Within Communities? http://rviv.ly/hpjJHG
3/2/20 22:08,0,1,0,,,Australia has a äóìglobal comparative advantage in renewable energyäó. Weäó»d be mugs not to exploit it. 
3/2/20 22:07,0,0,0,,,"Fusion is the only ""authentic"" renewable energy. "
3/2/20 22:07,0,1,1,@hassandiabteam,,"Dear Sir @hassandiabteam . We, at the Lebanese Foundation for Renewable Energy, have a holistic program on how to reach a 50% penetration of Renewables and save the country billions of dollars . Please check our website "
3/2/20 22:06,0,0,0,,,"VCE's ...""decision to select Aquamarine from a competitive solicitation process was based on its board adopting criteria designed to select cost-effective California-based renewable projects that minimize impacts on prime farmland, environmentally protected species, and habitat."" "
3/2/20 22:06,0,0,0,,,Editorial: In renewable energy we can see the future. Letäó»s make sure we can still see the Helderbergs. 
3/2/20 22:05,1,0,0,,,you kept saying rolling loud had corona and now JMBLYA has corona 
3/2/20 22:03,0,2,1,,#SolarEnergy #SolarPV #RenewableEnergy #SolarMasons,Reports: Wind power dominates renewable energy; waste reduction saved customers $1.1 billion in 2019 #SolarEnergy #SolarPV #RenewableEnergy #SolarMasons
3/2/20 22:02,0,0,1,@TokoTokeYo,,"To @TokoTokeYo's point, it'd be great to share the stories of professionals making impacts versus glamorizing celebrities in the entertainment industry."
3/2/20 22:02,0,0,0,@hassandiabteam,,@hassandiabteam
3/2/20 22:02,0,0,0,,#biomethane,Or #biomethane for buses as part of a renewable gas transition story with hydrogen
3/2/20 22:01,0,0,1,@montgomerycoll @AchieveTheDream,#openpedagogy #UNSDGs #OER,You can find wonderful renewable #openpedagogy assignments focused on the #UNSDGs and collections from the @montgomerycoll @AchieveTheDream #OER degree initiative
3/2/20 22:01,0,0,0,,#NRECA20,"Come by Booth 105 @the NRECA Conference to find out how Colite Technology can help you with Sustainable 100% off grid renewable energy lighting solutions and commercial rooftop solar. #NRECA20, #NRECA, #sustainable"
3/2/20 22:01,0,0,2,,#ClimateEmergency #ClimateAction #edutwitter,One of the ways educators can act on climate change is by advocating for renewable energy use in their workplaces. Even better if students can be involved. #ClimateEmergency #ClimateAction #edutwitter
3/2/20 22:01,0,0,0,,#ClimateChange #ClimateAction,Scotland going 100% renewable! https://www.gq.com/story/scotland-leads-renewable-energy #ClimateChange #ClimateAction
3/2/20 22:01,0,0,0,,,These Pa. colleges are going all in on renewable energy äóî with a little help from a Texas solar farm 
3/2/20 22:00,1,0,1,,,"Shes all abt climate change. Wants to bring in the wind farms etc, push ""green"". & how do you, as a politician make these ""renewable"" energy changes? OR is screwing over its main industry &amp; every1 who works for or benefits from it with its cap &amp; trade bull. It's a mess atm."
3/2/20 22:00,0,0,1,,#Lithium #Mining #Australia #IronCoveGlobal,"""Two years after Tesla Inc. installed it, the worldäó»s biggest lithium-ion battery is helping to avert blackouts and lower costs as Australian grids struggle to handle surging renewable power generation."" #Lithium #Mining #Australia #IronCoveGlobal"
3/2/20 21:59,0,1,1,,#IndyRef2,"Spot on. When I think about the UK squandering Scotland's oil wealth, another thought always comes with it: Renewable energy is Scotland's second chance to be Norway. Second chances don't happen very often. We need to seize this one. #IndyRef2"
3/2/20 21:59,0,0,1,,,"If your followers had only grown up in farm country! US farmers have the renewable capacity to feed the world. As it now stands the Feds PAY some farmers NOT to produce. Easing tarrifs for farmers opens markets for more sales of corn, wheat, soy, rice, milo, etc. We can balance."
3/2/20 21:57,0,0,0,,,"The men living in the villages, in the bushes who cuts trees down etc are not on Twitter. We need to take renewable energy closer to them then Act."
3/2/20 21:56,0,0,0,,#ditchfossilfuels #renewableenergy,"Renewable energy is the future. It's over for fossil fuels. ""It's the new tobacco. I'm done with them."" #ditchfossilfuels #renewableenergy"
3/2/20 21:55,0,0,3,@NFUDC,#NFU2020,"Congratulations to @NFUDC's new CEO, Rob Larew, who was elected today at #NFU2020. We look forward to working with you as we continue to see through the Tenth Circuit Court decision, restoring the RFS, and working on behalf of farmers to build the market for renewable fuels."
3/2/20 21:55,0,0,0,,,A concise summary of the CLCPA. I was hoping that we might see NYSERDA pushing for faster implementation of some goals. Still want to see their study on how fast NYS could move to 100% renewable energy. 
3/2/20 21:55,0,0,1,,,"Stupidly I am willing to trade that deep emotional connection -which I have to the nth degree of excess, & does me no damn good that I can see beyond letting me be me & feel everything- for sex on a short term maybe renewable basis because the touch of human contact I can't make"
3/2/20 21:55,0,0,0,,,Trees are a renewable resource.
3/2/20 21:53,0,0,0,,,"100% Athens Renewable Energy Initiative wins Sustainable Steward Group Award at Green Life Expo 2020! Thanks to the Athens Office of Sustainability, the other passionate team members not in this pic, as well as our community-wide net of allies and co-conspirators! "
3/2/20 21:52,1,0,0,,,Record unemployment isnäó»t a policy. Trump had us on the brink of war with Iran so idk about ending the endless wars. We are investing in fossil fuels instead of renewable energy so that one doesnäó»t make sense either.
3/2/20 21:52,1,0,0,,,"I have never opposed the fact that renewable energy sources are the way of the future. Australia is the largest investor in this per capita , in the world. What I do oppose is the alarmists who exaggerate our current situation and claim extinction due to co2. That is proven crap."
3/2/20 21:52,1,0,0,,,"You provided a bunch of incorrect numbers, refused to correct it when it contradicted your own links, and had ZERO substantive comments on an actual scientific study that shows how feasible and cheap it is to go to 100% renewable energy. You didn't prove anything."
3/2/20 21:52,0,0,2,,,At least he was using renewable energy
3/2/20 21:51,0,0,0,,, Total: 21145 MW : 9148 MW (43.3%) : 2335 MW (11.0%)
3/2/20 21:48,1,0,0,,#NotMeUs #WarrenendorseBernie,"As a physicist, I agree that nuclear is our best renewable energy solution moving forward. However, I trust that Bernie will heed to scientists once he's in position, and no candidate has an even comparable energy initiative. This movement is #NotMeUs. #WarrenendorseBernie"
3/2/20 21:46,0,0,1,@luisfortuno51,,Enacted by @luisfortuno51 Over 30 60 renewable contracts signed dismantled and canceled by garcia Padilla Please do you're research
3/2/20 21:46,0,0,0,@TokenHonk,,The Triple @TokenHonk great work chaps
3/2/20 21:46,1,0,1,,,"Nevermind, he doesnäó»t want to nationalize electricity, just expand federal funding for the existing electricity generation facilities already managed by the government and pushing for expansion of renewable sources Green new deal stuff"
